Gene	beta	fdr	dataset	hit	UP	DOWN
SLC5A12	0.074407	0.99645	top3	NOT	0	0
SLC5A2	0.017957	0.99931	top3	NOT	0	0
SLC5A3	-0.043565	0.99645	top3	NOT	0	0
SLC5A4	-0.03835	0.99645	top3	NOT	0	0
SLC5A5	0.02415	0.99931	top3	NOT	0	0
SLC5A6	-0.098713	0.97726	top3	NOT	0	0
SLC5A7	0.056984	0.99645	top3	NOT	0	0
SLC5A8	-0.047312	0.99645	top3	NOT	0	0
SLC5A9	0.042037	0.9974	top3	NOT	0	0
SLC6A1	-0.090421	0.98639	top3	NOT	0	0
SLC6A11	0.056935	0.99645	top3	NOT	0	0
SLC6A12	0.083417	0.99645	top3	NOT	0	0
SLC6A13	-0.016848	0.99889	top3	NOT	0	0
SLC6A14	0.1362	0.94698	top3	NOT	0	0
SLC6A15	0.054135	0.99645	top3	NOT	0	0
SLC6A16	0.12932	0.95812	top3	NOT	0	0
SLC6A17	0.08291	0.99645	top3	NOT	0	0
SLC6A18	0.023443	0.99931	top3	NOT	0	0
SLC6A19	0.005392	0.99967	top3	NOT	0	0
SLC6A2	0.067749	0.99645	top3	NOT	0	0
SLC6A20	-0.17376	0.82633	top3	NOT	0	0
SLC6A3	-0.064576	0.99645	top3	NOT	0	0
SLC6A4	-0.059977	0.99645	top3	NOT	0	0
SLC6A5	0.0088472	0.99967	top3	NOT	0	0
SLC6A6	0.20367	0.76457	top3	NOT	0	0
SLC6A7	-0.11015	0.96702	top3	NOT	0	0
SLC6A8	-0.025055	0.99796	top3	NOT	0	0
SLC6A9	0.28195	0.49631	top3	NOT	0	0
SLC7A1	-0.040697	0.99645	top3	NOT	0	0
SLC7A10	0.18446	0.82515	top3	NOT	0	0
SLC7A11	-0.021469	0.99889	top3	NOT	0	0
SLC7A13	0.008303	0.99967	top3	NOT	0	0
SLC7A14	-0.25003	0.59259	top3	NOT	0	0
SLC7A2	0.054109	0.99645	top3	NOT	0	0
SLC7A3	-0.02054	0.99889	top3	NOT	0	0
SLC7A4	0.078814	0.99645	top3	NOT	0	0
SLC7A5	0.15034	0.91165	top3	NOT	0	0
SLC7A6	-0.086426	0.99277	top3	NOT	0	0
SLC7A6OS	0.15912	0.89922	top3	NOT	0	0
SLC7A7	-0.026982	0.99687	top3	NOT	0	0
SLC7A8	0.023457	0.99931	top3	NOT	0	0
SLC7A9	-0.060082000000000003	0.99645	top3	NOT	0	0
SLC8A1	-0.064062	0.99645	top3	NOT	0	0
SLC8A2	-0.097766	0.97768	top3	NOT	0	0
SLC8A3	0.10288	0.98869	top3	NOT	0	0
SLC8B1	-0.011236	0.99902	top3	NOT	0	0
SLC9A1	-0.11495	0.96057	top3	NOT	0	0
SLC9A2	0.11946	0.97441	top3	NOT	0	0
SLC9A3	0.021888	0.99931	top3	NOT	0	0
SLC9A3R1	-0.041128	0.99645	top3	NOT	0	0
SLC9A3R2	-0.062626	0.99645	top3	NOT	0	0
SLC9A4	-0.035098	0.99645	top3	NOT	0	0
SLC9A5	0.0503	0.99645	top3	NOT	0	0
SLC9A6	0.066135	0.99645	top3	NOT	0	0
SLC9A7	0.14098	0.94075	top3	NOT	0	0
SLC9A8	-0.13361	0.92043	top3	NOT	0	0
SLC9A9	0.029639	0.99889	top3	NOT	0	0
SLC9B1	0.09386	0.99645	top3	NOT	0	0
SLC9B2	0.17404	0.85687	top3	NOT	0	0
SLC9C1	0.064816	0.99645	top3	NOT	0	0
SLC9C2	-0.04181	0.99645	top3	NOT	0	0
SLCO1A2	-0.10588	0.97441	top3	NOT	0	0
SLCO1B1	0.023149	0.99931	top3	NOT	0	0
SLCO1B3	0.051876	0.99645	top3	NOT	0	0
SLCO1B7	0.052864	0.99645	top3	NOT	0	0
SLCO1C1	0.11413	0.97726	top3	NOT	0	0
SLCO2A1	0.14698	0.91721	top3	NOT	0	0
SLCO2B1	-7.7959e-4	0.99931	top3	NOT	0	0
SLCO3A1	0.068645	0.99645	top3	NOT	0	0
SLCO4A1	-0.012087	0.99889	top3	NOT	0	0
SLCO4C1	0.14679	0.91782	top3	NOT	0	0
SLCO5A1	0.10425	0.98638	top3	NOT	0	0
SLCO6A1	0.048442	0.99645	top3	NOT	0	0
SLFN11	0.048404	0.99645	top3	NOT	0	0
SLFN12	0.06875	0.99645	top3	NOT	0	0
SLFN12L	0.007727	0.99967	top3	NOT	0	0
SLFN13	0.060371	0.99645	top3	NOT	0	0
SLFN14	-0.0053658	0.99931	top3	NOT	0	0
SLFN5	0.14327	0.93608	top3	NOT	0	0
SLFNL1	-0.048301	0.99645	top3	NOT	0	0
SLIRP	0.0042582	0.99931	top3	NOT	0	0
SLIT1	-0.04991	0.99645	top3	NOT	0	0
SLIT2	0.042855	0.99687	top3	NOT	0	0
SLIT3	0.0032348	0.99931	top3	NOT	0	0
SLITRK1	0.040781	0.99796	top3	NOT	0	0
SLITRK2	-0.021205	0.99889	top3	NOT	0	0
SLITRK3	0.028844	0.99889	top3	NOT	0	0
SLITRK4	-0.064252	0.99645	top3	NOT	0	0
SLITRK5	0.10121	0.99256	top3	NOT	0	0
SLITRK6	0.010957	0.99967	top3	NOT	0	0
SLK	0.040179	0.99796	top3	NOT	0	0
SLMAP	-0.040828	0.99645	top3	NOT	0	0
SLMO1	-0.080994	0.99645	top3	NOT	0	0
SLMO2	-0.77098	0.026316	top3	DOWN	0	1
SLPI	-0.078823	0.99645	top3	NOT	0	0
SLTM	-7.7596e-5	0.99931	top3	NOT	0	0
SLU7	0.17484	0.85419	top3	NOT	0	0
SLURP1	0.022929	0.99931	top3	NOT	0	0
SLX4	0.020642	0.99931	top3	NOT	0	0
SLX4IP	0.071334	0.99645	top3	NOT	0	0
SMAD1	-0.059038	0.99645	top3	NOT	0	0
SMAD2	0.079169	0.99645	top3	NOT	0	0
SMAD3	0.17009	0.8654	top3	NOT	0	0
SMAD4	0.024429	0.99931	top3	NOT	0	0
SMAD6	0.047297	0.99645	top3	NOT	0	0
SMAD7	-0.05507	0.99645	top3	NOT	0	0
SMAD9	0.11445	0.97726	top3	NOT	0	0
SMAGP	0.058034	0.99645	top3	NOT	0	0
SMAP1	-0.11881	0.95812	top3	NOT	0	0
SMAP2	-0.097774	0.97768	top3	NOT	0	0
SMARCA1	-0.15297	0.88589	top3	NOT	0	0
SMARCA2	-0.058355	0.99645	top3	NOT	0	0
SMARCA4	-0.019734	0.99889	top3	NOT	0	0
SMARCA5	0.52166	0.076923	top3	UP	1	0
SMARCAD1	-0.079097	0.99645	top3	NOT	0	0
SMARCAL1	0.049676	0.99645	top3	NOT	0	0
SMARCB1	0.20064	0.77345	top3	NOT	0	0
SMARCC1	-0.0050178	0.99931	top3	NOT	0	0
SMARCC2	-0.12787	0.94075	top3	NOT	0	0
SMARCD1	-0.25025	0.59188	top3	NOT	0	0
SMARCD2	-0.22885	0.64821	top3	NOT	0	0
SMARCD3	0.18087	0.84044	top3	NOT	0	0
SMARCE1	0.083295	0.99645	top3	NOT	0	0
SMC1A	-0.29194	0.44539	top3	NOT	0	0
SMC1B	-0.020129	0.99889	top3	NOT	0	0
SMC2	0.44817	0.13415	top3	NOT	0	0
SMC3	0.006782	0.99967	top3	NOT	0	0
SMC4	0.16685	0.88197	top3	NOT	0	0
SMC5	0.14024	0.94112	top3	NOT	0	0
SMC6	0.0040377	0.99931	top3	NOT	0	0
SMCHD1	0.14994	0.91165	top3	NOT	0	0
SMCO2	0.087346	0.99645	top3	NOT	0	0
SMCO3	0.044495	0.99687	top3	NOT	0	0
SMCO4	-0.098362	0.97746	top3	NOT	0	0
SMCP	0.030538	0.99889	top3	NOT	0	0
SMCR8	0.11852	0.97706	top3	NOT	0	0
SMDT1	-0.7399	0.026316	top3	DOWN	0	1
SMEK1	-0.067148	0.99645	top3	NOT	0	0
SMEK2	-0.14936	0.89711	top3	NOT	0	0
SMG1	-0.035604	0.99645	top3	NOT	0	0
SMG5	-0.20241	0.74644	top3	NOT	0	0
SMG6	-0.4017	0.17225	top3	NOT	0	0
SMG7	-0.076292	0.99645	top3	NOT	0	0
SMG8	-0.34664	0.30548	top3	NOT	0	0
SMG9	-0.037933	0.99645	top3	NOT	0	0
SMIM1	-0.13713	0.91165	top3	NOT	0	0
SMIM10	0.075544	0.99645	top3	NOT	0	0
SMIM12	0.0032381	0.99931	top3	NOT	0	0
SMIM13	-0.085838	0.99308	top3	NOT	0	0
SMIM14	0.011066	0.99967	top3	NOT	0	0
SMIM15	-0.0067201	0.99931	top3	NOT	0	0
SMIM17	-0.086742	0.99258	top3	NOT	0	0
SMIM18	0.048215	0.99645	top3	NOT	0	0
SMIM19	0.2547	0.59657	top3	NOT	0	0
SMIM2	0.14781	0.91506	top3	NOT	0	0
SMIM20	-0.038256	0.99645	top3	NOT	0	0
SMIM21	7.6871e-4	0.99931	top3	NOT	0	0
SMIM22	0.13216	0.95812	top3	NOT	0	0
SMIM3	0.094129	0.99645	top3	NOT	0	0
SMIM4	-0.049298	0.99645	top3	NOT	0	0
SMIM5	0.0061442	0.99967	top3	NOT	0	0
SMIM6	0.24594	0.78663	top3	NOT	0	0
SMIM7	-0.062146	0.99645	top3	NOT	0	0
SMIM8	-0.03438	0.99645	top3	NOT	0	0
SMIM9	-0.058354	0.99645	top3	NOT	0	0
SMKR1	0.071372	0.99645	top3	NOT	0	0
SMLR1	-0.1636	0.85687	top3	NOT	0	0
SMN2	-0.0019108	0.99931	top3	NOT	0	0
SMNDC1	-0.057717	0.99645	top3	NOT	0	0
SMO	0.08715	0.99645	top3	NOT	0	0
SMOC1	0.05818	0.99645	top3	NOT	0	0
SMOC2	-0.11888	0.95812	top3	NOT	0	0
SMOX	6.5814e-4	0.99931	top3	NOT	0	0
SMPD1	-0.073839	0.99645	top3	NOT	0	0
SMPD2	-0.053731	0.99645	top3	NOT	0	0
SMPD3	-0.041022	0.99645	top3	NOT	0	0
SMPD4	0.076587	0.99645	top3	NOT	0	0
SMPDL3A	-0.12044	0.95718	top3	NOT	0	0
SMPDL3B	0.13526	0.95244	top3	NOT	0	0
SMPX	-0.026574	0.99687	top3	NOT	0	0
SMR3A	0.03044	0.99889	top3	NOT	0	0
SMR3B	0.11151	0.97746	top3	NOT	0	0
SMS	-0.12696	0.94112	top3	NOT	0	0
SMTN	0.098095	0.99645	top3	NOT	0	0
SMTNL2	0.04389	0.99687	top3	NOT	0	0
SMU1	0.20017	0.77644	top3	NOT	0	0
SMUG1	-0.043499	0.99645	top3	NOT	0	0
SMURF1	0.18525	0.82335	top3	NOT	0	0
SMURF2	-0.13572	0.91364	top3	NOT	0	0
SMYD1	-0.14078	0.91165	top3	NOT	0	0
SMYD2	0.15157	0.91165	top3	NOT	0	0
SMYD3	-0.043532	0.99645	top3	NOT	0	0
SMYD4	0.028711	0.99889	top3	NOT	0	0
SMYD5	0.013457	0.99931	top3	NOT	0	0
SNAI1	0.10526	0.98528	top3	NOT	0	0
SNAI2	-0.012079	0.99889	top3	NOT	0	0
SNAI3	-0.014666	0.99889	top3	NOT	0	0
SNAP23	0.2338	0.64966	top3	NOT	0	0
SNAP25	0.037896	0.99889	top3	NOT	0	0
SNAP29	0.010136	0.99967	top3	NOT	0	0
SNAP47	0.016311	0.99931	top3	NOT	0	0
SNAP91	-0.1023	0.97726	top3	NOT	0	0
SNAPC1	0.12651	0.96152	top3	NOT	0	0
SNAPC2	-0.0017624	0.99931	top3	NOT	0	0
SNAPC3	0.007706	0.99967	top3	NOT	0	0
SNAPC4	-0.64464	0.071429	top3	DOWN	0	1
SNAPC5	0.016158	0.99931	top3	NOT	0	0
SNAPIN	0.023012	0.99931	top3	NOT	0	0
SNCA	-0.057811	0.99645	top3	NOT	0	0
SNCAIP	0.013326	0.99931	top3	NOT	0	0
SNCB	-0.076784	0.99645	top3	NOT	0	0
SNCG	-0.021659	0.99889	top3	NOT	0	0
SND1	-0.069029	0.99645	top3	NOT	0	0
SNED1	-0.032409	0.99645	top3	NOT	0	0
SNF8	-0.32725	0.35476	top3	NOT	0	0
SNIP1	-0.054912	0.99645	top3	NOT	0	0
SNN	-0.0036263	0.99931	top3	NOT	0	0
SNPH	0.11183	0.97746	top3	NOT	0	0
SNRK	-0.15817	0.87425	top3	NOT	0	0
SNRNP200	-0.12762	0.94075	top3	NOT	0	0
SNRNP25	-0.67494	0.026316	top3	DOWN	0	1
SNRNP27	-0.11513	0.96057	top3	NOT	0	0
SNRNP35	-0.18242	0.80228	top3	NOT	0	0
SNRNP40	0.047916	0.99645	top3	NOT	0	0
SNRNP48	0.0025496	0.99931	top3	NOT	0	0
SNRNP70	-0.27676	0.49631	top3	NOT	0	0
SNRPA	-0.0038096	0.99931	top3	NOT	0	0
SNRPA1	-0.4322	0.12	top3	NOT	0	0
SNRPB	0.10072	0.99277	top3	NOT	0	0
SNRPB2	0.23939	0.62805	top3	NOT	0	0
SNRPC	0.034503	0.99889	top3	NOT	0	0
SNRPD1	-0.13039	0.93608	top3	NOT	0	0
SNRPD2	-0.20581	0.74154	top3	NOT	0	0
SNRPD3	0.40961	0.1814	top3	NOT	0	0
SNRPE	-0.058794	0.99645	top3	NOT	0	0
SNRPF	0.41601	0.17225	top3	NOT	0	0
SNRPG	-0.31574	0.3733	top3	NOT	0	0
SNRPN	0.1882	0.81456	top3	NOT	0	0
SNTA1	0.073454	0.99645	top3	NOT	0	0
SNTB1	0.038039	0.99889	top3	NOT	0	0
SNTB2	-0.065356	0.99645	top3	NOT	0	0
SNTG1	-0.13794	0.91165	top3	NOT	0	0
SNTG2	-0.090642	0.98577	top3	NOT	0	0
SNTN	0.076021	0.99645	top3	NOT	0	0
SNUPN	0.10629	0.98528	top3	NOT	0	0
SNURF	0.084819	0.99645	top3	NOT	0	0
SNW1	0.39065	0.21311	top3	NOT	0	0
SNX1	0.25828	0.58087	top3	NOT	0	0
SNX10	0.039351	0.99842	top3	NOT	0	0
SNX11	-0.10591	0.97441	top3	NOT	0	0
SNX12	0.040597	0.99796	top3	NOT	0	0
SNX13	0.042704	0.99687	top3	NOT	0	0
SNX14	0.29092	0.46077	top3	NOT	0	0
SNX15	0.039137	0.99842	top3	NOT	0	0
SNX16	-0.0076726	0.99931	top3	NOT	0	0
SNX17	-0.11416	0.96152	top3	NOT	0	0
SNX18	0.051903	0.99645	top3	NOT	0	0
SNX19	0.094934	0.99645	top3	NOT	0	0
SNX2	-0.116	0.95814	top3	NOT	0	0
SNX20	0.091766	0.99645	top3	NOT	0	0
SNX21	0.11804	0.97726	top3	NOT	0	0
SNX22	-0.0016857	0.99931	top3	NOT	0	0
SNX24	-0.16667	0.84592	top3	NOT	0	0
SNX25	0.090351	0.99645	top3	NOT	0	0
SNX27	-0.0015724	0.99931	top3	NOT	0	0
SNX29	0.10813	0.983	top3	NOT	0	0
SNX3	-0.16398	0.85687	top3	NOT	0	0
SNX30	-0.078648	0.99645	top3	NOT	0	0
SNX31	0.069376	0.99645	top3	NOT	0	0
SNX32	0.063712	0.99645	top3	NOT	0	0
SNX33	-0.1418	0.91154	top3	NOT	0	0
SNX4	-0.073773	0.99645	top3	NOT	0	0
SNX5	-0.23401	0.62805	top3	NOT	0	0
SNX6	-0.129	0.94075	top3	NOT	0	0
SNX7	-0.03634	0.99645	top3	NOT	0	0
SNX8	0.15251	0.91165	top3	NOT	0	0
SNX9	0.17841	0.84394	top3	NOT	0	0
SOAT1	-0.17434	0.82558	top3	NOT	0	0
SOAT2	-0.092033	0.98528	top3	NOT	0	0
SOBP	-0.04835	0.99645	top3	NOT	0	0
SOCS1	0.064982	0.99645	top3	NOT	0	0
SOCS2	-0.085169	0.99484	top3	NOT	0	0
SOCS3	-0.034276	0.99645	top3	NOT	0	0
SOCS4	0.066883	0.99645	top3	NOT	0	0
SOCS5	0.02283	0.99931	top3	NOT	0	0
SOCS6	-0.0036439	0.99931	top3	NOT	0	0
SOCS7	0.054453	0.99645	top3	NOT	0	0
SOD1	-0.15904	0.87031	top3	NOT	0	0
SOD2	-0.12014	0.95812	top3	NOT	0	0
SOD3	0.059515	0.99645	top3	NOT	0	0
SOGA1	-0.19075	0.77644	top3	NOT	0	0
SOGA2	0.16264	0.89276	top3	NOT	0	0
SOGA3	0.11005	0.98108	top3	NOT	0	0
SOHLH1	-0.11569	0.95875	top3	NOT	0	0
SON	-0.28392	0.47778	top3	NOT	0	0
SORBS1	0.21353	0.73916	top3	NOT	0	0
SORBS2	-0.035083	0.99645	top3	NOT	0	0
SORBS3	-0.077458	0.99645	top3	NOT	0	0
SORCS1	-0.086297	0.99277	top3	NOT	0	0
SORCS2	-0.035585	0.99645	top3	NOT	0	0
SORCS3	-0.039954	0.99645	top3	NOT	0	0
SORD	-0.033687	0.99645	top3	NOT	0	0
SORL1	-0.12982	0.93814	top3	NOT	0	0
SORT1	0.056001	0.99645	top3	NOT	0	0
SOS1	0.085089	0.99645	top3	NOT	0	0
SOS2	0.032128	0.99889	top3	NOT	0	0
SOST	-0.082389	0.99645	top3	NOT	0	0
SOSTDC1	0.10054	0.99292	top3	NOT	0	0
SOWAHA	-0.0033744	0.99931	top3	NOT	0	0
SOWAHB	0.026323	0.99931	top3	NOT	0	0
SOWAHC	0.024468	0.99931	top3	NOT	0	0
SOWAHD	-5.4612e-4	0.99931	top3	NOT	0	0
SOX1	0.12414	0.9658	top3	NOT	0	0
SOX10	-0.033324	0.99645	top3	NOT	0	0
SOX11	-0.046048	0.99645	top3	NOT	0	0
SOX12	-0.024483	0.99796	top3	NOT	0	0
SOX13	0.049557	0.99645	top3	NOT	0	0
SOX14	-0.056203	0.99645	top3	NOT	0	0
SOX15	-0.020807	0.99889	top3	NOT	0	0
SOX17	0.0045311	0.99931	top3	NOT	0	0
SOX18	0.0017028	0.99931	top3	NOT	0	0
SOX2	0.082839	0.99645	top3	NOT	0	0
SOX21	0.030696	0.99889	top3	NOT	0	0
SOX3	-0.012137	0.99889	top3	NOT	0	0
SOX30	-0.092125	0.98528	top3	NOT	0	0
SOX4	-0.12564	0.94112	top3	NOT	0	0
SOX5	0.10358	0.98772	top3	NOT	0	0
SOX6	0.090161	0.99645	top3	NOT	0	0
SOX7	-0.11009	0.96705	top3	NOT	0	0
SOX8	-0.00108	0.99931	top3	NOT	0	0
SOX9	0.056255	0.99645	top3	NOT	0	0
SP1	0.15081	0.91165	top3	NOT	0	0
SP100	0.07339	0.99645	top3	NOT	0	0
SP110	-0.068431	0.99645	top3	NOT	0	0
SP140	0.079538	0.99645	top3	NOT	0	0
SP140L	-0.20158	0.748	top3	NOT	0	0
SP2	0.10127	0.99226	top3	NOT	0	0
SP3	0.19948	0.7794	top3	NOT	0	0
SP4	-0.029401	0.99687	top3	NOT	0	0
SP5	0.11593	0.97726	top3	NOT	0	0
SP6	0.10451	0.98528	top3	NOT	0	0
SP7	-0.08172	0.99645	top3	NOT	0	0
SP8	0.071925	0.99645	top3	NOT	0	0
SP9	-0.053633	0.99645	top3	NOT	0	0
SPA17	5.8989e-4	0.99931	top3	NOT	0	0
SPACA1	0.10286	0.98899	top3	NOT	0	0
SPACA3	-0.089593	0.98772	top3	NOT	0	0
SPACA4	-0.14797	0.89711	top3	NOT	0	0
SPACA7	0.077696	0.99645	top3	NOT	0	0
SPAG1	0.0030438	0.99931	top3	NOT	0	0
SPAG11B	-0.10771	0.97048	top3	NOT	0	0
SPAG16	0.037504	0.99889	top3	NOT	0	0
SPAG17	-0.19859	0.75413	top3	NOT	0	0
SPAG4	0.11652	0.97726	top3	NOT	0	0
SPAG5	0.059587	0.99645	top3	NOT	0	0
SPAG6	0.1074	0.98408	top3	NOT	0	0
SPAG7	0.1268	0.96152	top3	NOT	0	0
SPAG8	0.06361	0.99645	top3	NOT	0	0
SPAG9	0.11962	0.97441	top3	NOT	0	0
SPAM1	-0.091692	0.98528	top3	NOT	0	0
SPANXA2	0.068451	0.99645	top3	NOT	0	0
SPANXC	0.30079	0.85997	top3	NOT	0	0
SPANXD	-0.071361	0.99645	top3	NOT	0	0
SPANXN1	0.14192	0.97726	top3	NOT	0	0
SPANXN2	0.058284	0.99645	top3	NOT	0	0
SPANXN3	-0.022309	0.99878	top3	NOT	0	0
SPANXN4	-0.078925	0.99645	top3	NOT	0	0
SPANXN5	-0.12672	0.99645	top3	NOT	0	0
SPARC	0.029554	0.99889	top3	NOT	0	0
SPARCL1	-0.17254	0.82633	top3	NOT	0	0
SPAST	-0.090246	0.98702	top3	NOT	0	0
SPATA12	0.079834	0.99645	top3	NOT	0	0
SPATA13	0.12041	0.9711	top3	NOT	0	0
SPATA16	0.034163	0.99889	top3	NOT	0	0
SPATA17	-0.010268	0.99931	top3	NOT	0	0
SPATA18	0.065064	0.99645	top3	NOT	0	0
SPATA19	0.045269	0.99687	top3	NOT	0	0
SPATA2	-0.074261	0.99645	top3	NOT	0	0
SPATA20	-0.0069852	0.99931	top3	NOT	0	0
SPATA21	-0.038855	0.99645	top3	NOT	0	0
SPATA22	0.03978	0.99818	top3	NOT	0	0
SPATA24	-0.060514	0.99645	top3	NOT	0	0
SPATA25	-0.016077	0.99889	top3	NOT	0	0
SPATA2L	0.19147	0.80228	top3	NOT	0	0
SPATA3	0.13938	0.94112	top3	NOT	0	0
SPATA31A3	0.33601	0.81987	top3	NOT	0	0
SPATA31A6	0.046947	0.99889	top3	NOT	0	0
SPATA31D1	-0.11679	0.95812	top3	NOT	0	0
SPATA31E1	-0.094933	0.983	top3	NOT	0	0
SPATA32	0.063815	0.99645	top3	NOT	0	0
SPATA33	0.086193	0.99645	top3	NOT	0	0
SPATA4	0.071197	0.99645	top3	NOT	0	0
SPATA5	0.25274	0.59657	top3	NOT	0	0
SPATA5L1	-0.11237	0.96195	top3	NOT	0	0
SPATA6	-0.078719	0.99645	top3	NOT	0	0
SPATA6L	-0.029575	0.99687	top3	NOT	0	0
SPATA7	0.052037	0.99645	top3	NOT	0	0
SPATA8	0.12571	0.96152	top3	NOT	0	0
SPATA9	0.075175	0.99645	top3	NOT	0	0
SPATC1	0.011524	0.99943	top3	NOT	0	0
SPATC1L	-0.052791	0.99645	top3	NOT	0	0
SPATS1	-0.13456	0.91721	top3	NOT	0	0
SPATS2	0.067962	0.99645	top3	NOT	0	0
SPATS2L	0.093184	0.99645	top3	NOT	0	0
SPC24	-0.081046000000000007	0.99645	top3	NOT	0	0
SPC25	0.38862	0.21825	top3	NOT	0	0
SPCS1	0.14701	0.91721	top3	NOT	0	0
SPCS2	0.22256	0.70023	top3	NOT	0	0
SPCS3	0.31208	0.41633	top3	NOT	0	0
SPDEF	-0.098216	0.97746	top3	NOT	0	0
SPDL1	-0.14042	0.91165	top3	NOT	0	0
SPDYA	-0.13046	0.93592	top3	NOT	0	0
SPDYC	-0.0019048	0.99931	top3	NOT	0	0
SPDYE1	0.13058	0.983	top3	NOT	0	0
SPDYE4	-0.11867	0.95812	top3	NOT	0	0
SPECC1	-0.072097	0.99645	top3	NOT	0	0
SPECC1L	0.035127	0.99889	top3	NOT	0	0
SPEF1	0.045528	0.99687	top3	NOT	0	0
SPEF2	-0.14209	0.91154	top3	NOT	0	0
SPEG	-0.035252	0.99645	top3	NOT	0	0
SPEM1	-0.027518	0.99687	top3	NOT	0	0
SPEN	0.14317	0.9365	top3	NOT	0	0
SPERT	0.03767	0.99889	top3	NOT	0	0
SPESP1	-0.066211	0.99645	top3	NOT	0	0
SPG11	0.092356	0.99645	top3	NOT	0	0
SPG20	0.011512	0.99943	top3	NOT	0	0
SPG21	0.062904	0.99645	top3	NOT	0	0
SPG7	0.10684	0.985	top3	NOT	0	0
SPHAR	-0.3419	0.81951	top3	NOT	0	0
SPHK1	-0.047461	0.99645	top3	NOT	0	0
SPHK2	0.012314	0.99931	top3	NOT	0	0
SPHKAP	-0.050822	0.99645	top3	NOT	0	0
SPI1	-0.039733	0.99645	top3	NOT	0	0
SPIB	0.018827	0.99931	top3	NOT	0	0
SPIC	0.062144	0.99645	top3	NOT	0	0
SPICE1	0.1696	0.87031	top3	NOT	0	0
SPIDR	0.083787	0.99645	top3	NOT	0	0
SPIN1	-0.091738	0.98528	top3	NOT	0	0
SPIN2A	-0.074667	0.99645	top3	NOT	0	0
SPIN2B	-0.037042	0.99645	top3	NOT	0	0
SPIN3	-0.0031845	0.99931	top3	NOT	0	0
SPIN4	0.076155	0.99645	top3	NOT	0	0
SPINK1	-0.056008	0.99645	top3	NOT	0	0
SPINK13	-0.0027981	0.99931	top3	NOT	0	0
SPINK14	-0.029549	0.99687	top3	NOT	0	0
SPINK2	0.21306	0.73916	top3	NOT	0	0
SPINK4	0.090563	0.99645	top3	NOT	0	0
SPINK5	-0.067037	0.99645	top3	NOT	0	0
SPINK6	0.062939	0.99645	top3	NOT	0	0
SPINK7	0.15854	0.90077	top3	NOT	0	0
SPINK8	0.11456	0.97726	top3	NOT	0	0
SPINK9	-0.041865	0.99645	top3	NOT	0	0
SPINT1	0.088743	0.99645	top3	NOT	0	0
SPINT2	-0.021685	0.99889	top3	NOT	0	0
SPINT3	-0.093196	0.985	top3	NOT	0	0
SPINT4	0.031172	0.99889	top3	NOT	0	0
SPIRE1	0.091771	0.99645	top3	NOT	0	0
SPIRE2	-0.058808	0.99645	top3	NOT	0	0
SPN	-0.18311	0.80228	top3	NOT	0	0
SPNS1	0.10681	0.985	top3	NOT	0	0
SPNS2	-0.074409	0.99645	top3	NOT	0	0
SPNS3	0.051814	0.99645	top3	NOT	0	0
SPO11	0.12448	0.96537	top3	NOT	0	0
SPOCD1	-0.040594	0.99645	top3	NOT	0	0
SPOCK1	0.040492	0.99796	top3	NOT	0	0
SPOCK2	0.10428	0.98608	top3	NOT	0	0
SPOCK3	0.022617	0.99931	top3	NOT	0	0
SPON2	-0.0034235	0.99931	top3	NOT	0	0
SPOP	0.12225	0.96952	top3	NOT	0	0
SPOPL	0.094611	0.99645	top3	NOT	0	0
SPP1	-0.0091064	0.99931	top3	NOT	0	0
SPP2	0.1624	0.89416	top3	NOT	0	0
SPPL2A	-0.021367	0.99889	top3	NOT	0	0
SPPL2C	-0.16922	0.84044	top3	NOT	0	0
SPPL3	0.31441	0.40937	top3	NOT	0	0
SPR	-0.078759	0.99645	top3	NOT	0	0
SPRED1	0.26149	0.57442	top3	NOT	0	0
SPRED2	0.067253	0.99645	top3	NOT	0	0
SPRED3	-0.017307	0.99889	top3	NOT	0	0
SPRN	-0.0084534	0.99931	top3	NOT	0	0
SPRR1A	-0.10101	0.97726	top3	NOT	0	0
SPRR1B	0.069761	0.99645	top3	NOT	0	0
SPRR2D	0.26056	0.91165	top3	NOT	0	0
SPRR2F	0.086594	0.99645	top3	NOT	0	0
SPRR2G	-0.16247	0.85725	top3	NOT	0	0
SPRR3	0.064835	0.99645	top3	NOT	0	0
SPRR4	0.020778	0.99931	top3	NOT	0	0
SPRTN	0.056209	0.99645	top3	NOT	0	0
SPRY1	0.088758	0.99645	top3	NOT	0	0
SPRY2	-0.16929	0.84044	top3	NOT	0	0
SPRY3	0.03704	0.99889	top3	NOT	0	0
SPRY4	-0.032433	0.99645	top3	NOT	0	0
SPRYD3	-0.083492	0.99645	top3	NOT	0	0
SPRYD4	-0.057787	0.99645	top3	NOT	0	0
SPRYD7	-0.12129	0.95658	top3	NOT	0	0
SPSB1	0.059366	0.99645	top3	NOT	0	0
SPSB2	0.022975	0.99931	top3	NOT	0	0
SPSB3	-0.046927	0.99645	top3	NOT	0	0
SPSB4	-0.0013407	0.99931	top3	NOT	0	0
SPTA1	0.12845	0.95875	top3	NOT	0	0
SPTAN1	0.089697	0.99645	top3	NOT	0	0
SPTB	-0.080874	0.99645	top3	NOT	0	0
SPTBN1	0.14023	0.94112	top3	NOT	0	0
SPTBN2	0.18667	0.82144	top3	NOT	0	0
SPTBN4	-0.091812	0.98528	top3	NOT	0	0
